#,"How old are you?","What's your gender?",Other,"Which country are you a citizen of?","Which country do you currently live in?","About how many people live in your city?","Are you an ethnic minority in your country?","Which language do you you speak at home with your family?","What's the highest degree or level of school you have completed?","What was the main subject you studied in university?","What's your marital status?","Do you financially support any dependents?","Do you have children?","How many children do you have?","Do you financially support any elderly relatives or relatives with disabilities?","Do you have any debt?","Do you have a home mortgage?","About how much do you owe on your home mortgage (in US Dollars)?","Do you have student loan debt?","About how much do you owe in student loans (in US Dollars)?","Regarding employment status, are you currently...",Other,"Which field do you work in?",Other,"About how much money did you make last year (in US dollars)?","About how many minutes does it take you to get to work each day?","Do you consider yourself under-employed?","Have you served in your country's military before?","Do you receive disability benefits from your government?","Do you have high speed internet at your home?",already_working,jobs_interested_in,want_employment_type,expected_earnings,home_or_remote,will_relocate,attended_event_types,learning_resources,hours_learning_week,months_learning,attend_bootcamp,which_bootcamp,finished_bootcamp,loan_for_bootcamp,recommend_bootcamp,total_spent_learning,podcast,how_soon_jobhunt,youtube,"Start Date (UTC)","Submit Date (UTC)","Network ID"
63aee90d0f5f941915b91ab3b156857d,24,female,,"United Kingdom","United Kingdom","less than 100,000",0,English,"professional degree (MBA, MD, JD, etc.)",English,"single, never married",0,,,,1,0,,1,365000,"Not working but looking for work",,,,,,,0,0,1,No,,"freelance ",,,,,"Codecademy, CSS Tricks, freeCodeCamp, Code Wars, Mozilla Developer Network (MDN), Treehouse, EdX, Front End Masters",20,6,No,,,,,35,"JavaScript Jabber, Talk Python To Me",,"The New Boston, freeCodeCamp, Derek Banas","2017-03-09 12:31:12","2017-03-09 12:32:47",8404671317
ceca8c9635051904c6de729dc1a3982e,21,male,,India,India,"more than 1 million",0,Kannada,"bachelor's degree","Electrical and Electronics Engineering","single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Full-Stack Web Developer, Back-End Web Developer,   DevOps / SysAdmin","work for a medium-sized company",,"in an office with other developers",Yes,,"EdX, Stack Overflow, Pluralsight / Code School, Udacity, HackerRank, freeCodeCamp, The Odin Project, Coursera, Egghead.io, Lynda.com, W3Schools",,18,No,,,,,0,,"Within the next 6 months","The New Boston, Derek Banas, freeCodeCamp, funfunfunction","2017-03-09 12:30:25","2017-03-09 12:33:08",0052054524
8326503843dba13c2cc9b65123dbb34e,38,male,,"United States of America","United States of America","less than 100,000",0,English,"master's degree (non-professional)","Software Engineering","married or domestic partnership",1,1,1,0,1,1,200000,1,100000,"Employed for wages",,"software development and IT",,120000,"30 to 44 minutes",0,0,0,1,Yes,,,,,,,"Lynda.com, Pluralsight / Code School, W3Schools, Egghead.io, Codecademy, Stack Overflow, CSS Tricks, Udemy",20,48,No,,,,,100,".NET Rocks, JavaScript Air, CodePen Radio, JavaScript Jabber",,"freeCodeCamp, LearnCode.Academy, Google Developers, Derek Banas, CodeCourse, The New Boston, Scott allen","2017-03-09 12:32:27","2017-03-09 12:35:28",d3232f1cca
c92e6a420ee1dc59a7b32795db4f727d,27,male,,"United Kingdom","United Kingdom","more than 1 million",1,English,"master's degree (non-professional)","Civil Engineering","single, never married",0,,,,1,0,,1,32000,"Not working and not looking for work",,,,,,,0,0,1,No,"Back-End Web Developer, Full-Stack Web Developer","work for a multinational corporation",28000,"in an office with other developers",Yes,,"Stack Overflow, Pluralsight / Code School, W3Schools, freeCodeCamp",15,6,No,,,,,0,"Shop Talk Show","Within the next 6 months","freeCodeCamp, Derek Banas, The New Boston","2017-03-09 12:31:36","2017-03-09 12:35:43",e38ab1f3fc
9c6856ed82aff35d88647fc9fc22b2ca,39,male,,"United Kingdom","United Kingdom","more than 1 million",1,Japanese,"master's degree (non-professional)","Fashion and Apparel Merchandising","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"food and beverage",,30000,"30 to 44 minutes",1,1,0,1,No,"Data Engineer,   Data Scientist, Back-End Web Developer","work for a multinational corporation",40000,"in an office with other developers",No,,"Coursera, freeCodeCamp, Stack Overflow, Codecademy, Lynda.com",15,1,No,,,,,35,"Code Newbie","Within 7 to 12 months",freeCodeCamp,"2017-03-09 12:32:32","2017-03-09 12:36:46",5ef23ceac4
5e3269f57e7e47390ed29deb846de9b1,22,male,,Israel,Israel,"less than 100,000",0,Hebrew,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,26000,"Less than 15 minutes",1,1,0,1,Yes,,,,,,"Meetup.com events","Stack Overflow, Udemy, W3Schools, Khan Academy, Mozilla Developer Network (MDN), freeCodeCamp",10,12,No,,,,,100,"Web Developer's Life",,,"2017-03-09 12:37:00","2017-03-09 12:39:08",adc4a74d67
69fb739e702bc4b8f792e22e5390a873,29,male,,"United States of America","United States of America","less than 100,000",1,English,"bachelor's degree",Psychology,"single, never married",1,0,,0,1,0,,0,,"Employed for wages",,"office and administrative support",,30000,"45 to 60 minutes",1,0,0,0,No,,"start your own business",,,,"Meetup.com events","Lynda.com, freeCodeCamp, Khan Academy",5,4,No,,,,,0,,,freeCodeCamp,"2017-03-09 12:35:31","2017-03-09 12:39:18",cf60435148
532a5d923923054d09e65aa7bf9563fd,23,male,,Germany,Germany,"less than 100,000",0,German,"some high school",,"single, never married",0,,,,1,0,,1,,,,,,,,,0,0,1,No,,"start your own business",,,,,"Stack Overflow, EdX",5,43,No,,,,,,,,"Google Developers, The New Boston","2017-03-09 12:40:06","2017-03-09 12:41:44",392f033520
99f6ea6ed1a4c05792e8d37f7ea6d0df,23,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree","Graphic Design","single, never married",0,,,,1,1,296000,0,,"Employed for wages",,"software development and IT",,70000,"More than 60 minutes",0,0,0,1,Yes,,,,,,,"Codecademy, Mozilla Developer Network (MDN), freeCodeCamp, CSS Tricks, Stack Overflow, Pluralsight / Code School, W3Schools",10,36,No,,,,,240,,,"Derek Banas, freeCodeCamp, Google Developers","2017-03-09 12:41:51","2017-03-09 12:44:39",0ee5ed63bc
8f999c7a1f4368c9906ab984c6c8b594,45,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree","Environmental Studies","single, never married",0,,,,1,0,,1,1551,"Employed for wages",,"food and beverage",,35000,"15 to 29 minutes",1,1,0,1,No,"  Mobile Developer,   DevOps / SysAdmin,   Front-End Web Developer","work for a medium-sized company",35000,"from home",,,"Stack Overflow, Mozilla Developer Network (MDN), Codecademy, freeCodeCamp, CSS Tricks, W3Schools",5,4,No,,,,,60,,"Within 7 to 12 months","Coding Tutorials 360, freeCodeCamp","2017-03-09 12:42:11","2017-03-09 12:44:52",afe82ea55d
96fc9b8aa9b4bfb33ee0595c0ad2e3c8,24,female,,Germany,Germany,"more than 1 million",0,German,"some high school",,"single, never married",0,,,,1,0,,0,,"Employed for wages",,"software development and IT",,70000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,,"HackerRank, freeCodeCamp, Codecademy, Stack Overflow, exercism",50,7,No,,,,,1000,"Software Engineering Daily, Developer Tea, CodePen Radio",,"Google Developers","2017-03-09 12:42:52","2017-03-09 12:44:53",520cf18192
657c94f2a486e1cdef202235a600da76,27,male,,"United Kingdom","United Kingdom","more than 1 million",1,English,"associate's degree",Engineering,"single, never married",0,,,,1,1,150000,1,70000,"Employed for wages",,"office and administrative support",,26750,"30 to 44 minutes",1,0,0,1,No,"  DevOps / SysAdmin,   Data Scientist,   Quality Assurance Engineer,   Product Manager, Back-End Web Developer,   Front-End Web Developer, Data Engineer, Full-Stack Web Developer","work for a medium-sized company",,"in an office with other developers",Yes,,"Stack Overflow, W3Schools, Codecademy, freeCodeCamp, Udemy",30,1,No,,,,,50,,"Within 7 to 12 months",,"2017-03-09 12:42:48","2017-03-09 12:45:33",891c6a9305
94c84e4351006bab003b408b929b935b,23,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,1,0,,0,,"Employed for wages",,,Warehousing,52000,"Less than 15 minutes",1,0,0,1,No,"Back-End Web Developer","work for a medium-sized company",50000,"from home",,,"The Odin Project, freeCodeCamp, W3Schools, Stack Overflow",10,2,No,,,,,0,,"I haven't decided",freeCodeCamp,"2017-03-09 12:43:07","2017-03-09 12:46:05",86f04a5acc
f52eb5317b0cfc5cee9c0e0afeb1d650,32,female,,"United States of America","United States of America","less than 100,000",1,English,"some college credit, no degree",,"married or domestic partnership",1,1,1,0,1,1,139000,1,25000,"Employed for wages",,"health care",,28000,"15 to 29 minutes",0,0,0,1,No,"  User Experience Designer,   Front-End Web Developer, Full-Stack Web Developer","work for a medium-sized company",60000,"no preference",No,"Meetup.com events","Coursera, W3Schools, Stack Overflow, The Odin Project, Mozilla Developer Network (MDN), freeCodeCamp",20,12,Yes,"The Coding Boot Camp at UCLA Extension",No,Yes,Yes,500,"Code Newbie","Within the next 6 months",freeCodeCamp,"2017-03-09 12:44:03","2017-03-09 12:46:58",4a4965ec2b
f582bebdba8b53f8dbaf04d06b42b2f7,30,female,,"United States of America","United States of America","more than 1 million",1,English,"associate's degree","Liberal Arts","single, never married",0,,,,1,0,,1,1000,"A stay-at-home parent or homemaker",,,,,,,0,0,1,No,"  Front-End Web Developer, Full-Stack Web Developer","work for a multinational corporation",70000,"in an office with other developers",No,"Meetup.com events","W3Schools, freeCodeCamp, The Odin Project, Stack Overflow, Codecademy, Mozilla Developer Network (MDN), Pluralsight / Code School, EdX, Treehouse, CSS Tricks",25,6,No,Turing,,,,0,"JavaScript Jabber, JavaScript Air","Within the next 6 months",freeCodeCamp,"2017-03-09 12:47:44","2017-03-09 12:49:20",7f8a78a81c
2f92b26bfe16037b81e5a4149f4db276,29,male,,Spain,Spain,"less than 100,000",0,Spanish,"bachelor's degree",Psychology,"single, never married",0,,,,0,,,,,"Not working and not looking for work",,,,,,,0,0,1,No,"Game Developer, Full-Stack Web Developer,   Front-End Web Developer,   User Experience Designer","work for a startup",30000,"in an office with other developers",Yes,,"freeCodeCamp, W3Schools, Stack Overflow, Slack",40,2,No,"Skylab Coders",,,,5000,,"Within the next 6 months",freeCodeCamp,"2017-03-09 12:46:00","2017-03-09 12:49:32",b207c1c61e
7e8ea41cd2f4ed29cc064ac1837edbc4,19,male,,India,India,"between 100,000 and 1 million",0,Hindi,"high school diploma or equivalent (GED)",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Back-End Web Developer, Full-Stack Web Developer,   Mobile Developer,   Front-End Web Developer","work for a multinational corporation",100000,"in an office with other developers",Yes,,"Codecademy, Udemy, CSS Tricks, freeCodeCamp, Coursera, Khan Academy, Lynda.com, Mozilla Developer Network (MDN), Stack Overflow, Udacity, EdX",40,19,No,,,,,90,,"Within the next 6 months","Computerphile, The New Boston, MIT Open Courseware, Derek Banas","2017-03-09 12:48:52","2017-03-09 12:51:20",51302b5347
07ec8b331df2eb0d99863c963cd0a3bd,33,male,,"Cote D'Ivoire","Cote D'Ivoire","more than 1 million",0,French,"some college credit, no degree",,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,0,"45 to 60 minutes",0,0,0,0,No,,"start your own business",,,,,"Codecademy, freeCodeCamp",2,0,No,,,,,0,,,freeCodeCamp,"2017-03-09 12:47:49","2017-03-09 12:51:25",281c51de85
b03c037b6e2ee28ae1cad2594c5f2278,21,male,,Kyrgyzstan,Kyrgyzstan,"more than 1 million",0,Russian,"some high school",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,0,No,"Back-End Web Developer,   Mobile Developer, Information Security","work for a startup",20000,"no preference",Yes,,"Codecademy, Udacity, Stack Overflow",40,9,No,,,,,0,,"Within the next 6 months","Google Developers","2017-03-09 12:52:01","2017-03-09 12:54:47",857d8de644
f9af5050aa1455e3a000fc1fa8148b12,32,male,,"United Kingdom","United Kingdom","more than 1 million",0,English,"bachelor's degree",English,"married or domestic partnership",1,1,1,0,1,1,,1,,"Employed for wages",,education,,,"15 to 29 minutes",0,0,0,1,No,,"freelance ",,,,,"Khan Academy, W3Schools, Stack Overflow, Udemy, Lynda.com, freeCodeCamp",20,6,No,,,,,50,,,"Coding Tutorials 360, DevTips, freeCodeCamp","2017-03-09 11:14:22","2017-03-09 12:54:57",063d6111ae
d4739987d8afc3afe8b4cf509b88e763,33,male,,Spain,Spain,"less than 100,000",0,Spanish,"some high school",,"single, never married",0,,,,0,,,,,"Employed for wages",,,"travel agency",16000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,none,"freeCodeCamp, Mozilla Developer Network (MDN), Stack Overflow, CSS Tricks, Treehouse, W3Schools",10,24,No,,,,,3500,none,,none,"2017-03-09 12:52:20","2017-03-09 12:55:02",16debfed9c
72cf4850438c532c52404dc63afce9f5,26,male,,Nigeria,Nigeria,"more than 1 million",0,Hausa,"bachelor's degree",Microbiology,"single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,2000,"Less than 15 minutes",0,0,0,0,Yes,,,,,,"conferences, Meetup.com events","Coursera, EdX, Udacity, Stack Overflow, Codecademy, Udemy, Mozilla Developer Network (MDN), freeCodeCamp, W3Schools",30,30,No,,,,,0,"Software Engineering Radio",,"Google Developers, freeCodeCamp","2017-03-09 12:51:53","2017-03-09 12:55:47",cae4f357e2
cdd20838500b6846b4198ce20b6fd0a5,30,male,,Brazil,Brazil,"between 100,000 and 1 million",1,Portuguese,"some college credit, no degree",,"married or domestic partnership",1,1,2,1,1,0,,1,1000,"Self-employed freelancer",,"software development and IT",,10000,"I work from home",1,1,0,1,Yes,,,,,,"facebook groups","W3Schools, Stack Overflow, Codecademy, Mozilla Developer Network (MDN), CSS Tricks, Coursera, freeCodeCamp",4,3,No,,,,,50,DevnaEstrada,,"LearnCode.Academy, Google Developers","2017-03-09 12:50:03","2017-03-09 12:56:01",4264c15ff9
9af2857ef5a7451a53c3c688fbe1af07,22,female,,India,India,"between 100,000 and 1 million",0,Malayalam,"bachelor's degree","Computer Science","single, never married",0,,,,0,,,,,"Employed for wages",,"software development and IT",,5245,"30 to 44 minutes",0,0,0,1,Yes,,,,,,hackathons,"EdX, Codecademy, Stack Overflow, CSS Tricks, HackerRank, W3Schools, Coursera, freeCodeCamp",30,50,No,,,,,4500,"JavaScript Jabber, Code Newbie",,"freeCodeCamp, Derek Banas, The New Boston, Coding Train (Coding Rainbow), Google Developers, MIT Open Courseware","2017-03-09 12:54:06","2017-03-09 12:56:42",d749d17b77
33566dd2da5898c054a2a4269d638e53,20,female,,"United States of America","United States of America","more than 1 million",0,English,"high school diploma or equivalent (GED)",,"single, never married",0,,,,1,0,,1,30000,,Student,,,,,,0,0,1,No,,"freelance ",,,,,"Stack Overflow, HackerRank, W3Schools, Codecademy, freeCodeCamp",12,5,No,,,,,20,,,,"2017-03-09 12:55:47","2017-03-09 12:57:52",29b31f552e
d2446b20cf5b83a66c7e0468e83f8abd,37,male,,Cuba,Ecuador,"between 100,000 and 1 million",0,Spanish,"bachelor's degree","Animation, Video Graphics and Special Effects","married or domestic partnership",1,1,1,0,0,,,,,"Self-employed freelancer",,education,,10000,"I work from home",1,0,0,1,No,,"freelance ",,,,"freeCodeCamp study groups","W3Schools, EdX, Codecademy, Egghead.io, freeCodeCamp, Udemy, Stack Overflow, Pluralsight / Code School, Udacity",10,5,No,,,,,100,,,,"2017-03-09 12:55:34","2017-03-09 12:59:07",888ac4f637
3bdaf9182889e70323a168c95757fa04,39,male,,"United States of America","United States of America","less than 100,000",0,English,"bachelor's degree","Music Technology","married or domestic partnership",1,1,2,0,1,1,147000,0,,"Employed for wages",,"arts, entertainment, sports, or media",,115000,"More than 60 minutes",1,0,0,1,No,"  Product Manager","work for a medium-sized company",90000,"no preference",No,,"Udacity, Codecademy, Coursera, EdX, Udemy, Stack Overflow, W3Schools, Khan Academy, Lynda.com, freeCodeCamp",6,3,No,,,,,0,"Code Newbie","Within 7 to 12 months","Engineered Truth, Simplilearn, MIT Open Courseware, Computerphile, freeCodeCamp","2017-03-09 12:45:07","2017-03-09 13:00:06",0797d7b066
291fecb34a4fd4207455ca8d86029e92,28,male,,"United States of America","United States of America","more than 1 million",0,English,"bachelor's degree","Social Studies Teacher Education","married or domestic partnership",1,1,2,0,1,0,,1,60000,"Employed for wages",,"software development and IT",,58000,"15 to 29 minutes",0,0,0,1,Yes,,,,,,"conferences, workshops","Stack Overflow, CSS Tricks, Udemy, The Odin Project, Codecademy, Mozilla Developer Network (MDN), freeCodeCamp, Launch School",30,5,No,,,,,120,"JavaScript Jabber, Developer Tea, Shop Talk Show, CodePen Radio, Ruby Rogues, Code Newbie",,"LevelUpTuts, DevTips, MIT Open Courseware, freeCodeCamp, Mackenzie Child","2017-03-09 12:56:34","2017-03-09 13:00:18",d7acf63f85
d7509af14eb38671e6c403811939ff15,25,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,"bachelor's degree",Biology,"single, never married",0,,,,1,0,,1,39000,"Employed for wages",,"software development and IT",,63000,"30 to 44 minutes",0,0,0,1,No,"Data Engineer,   Product Manager,   Mobile Developer,   Front-End Web Developer,   User Experience Designer","work for a medium-sized company",90000,"no preference",Yes,,"Stack Overflow, Pluralsight / Code School, Udacity, Treehouse, Developer.salesforce.com",15,0,No,,,,,1200,,"more than 12 months from now","Derek Banas, Google Developers, funfunfunction","2017-03-09 13:04:51","2017-03-09 13:06:28",31b9001d89
c32264989dec5015274f6db4e8f06591,33,female,,"United States of America",Sweden,"between 100,000 and 1 million",0,English,"bachelor's degree","Liberal Arts","married or domestic partnership",0,,,,0,,,,,"Employed for wages",,"software development and IT",,45000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,"Meetup.com events, hackathons","Stack Overflow, HackerRank, W3Schools, Skillcrush, Code Wars, Udacity, Codecademy, The Odin Project, Treehouse, freeCodeCamp",5,8,Yes,,Yes,No,Yes,8000,"Code Newbie, Shop Talk Show",,"Wes Bos","2017-03-09 13:03:53","2017-03-09 13:08:24",4d2d8eadc2
c49d98b1eeeb7aac3d6c00680935f5e6,29,male,,Nigeria,"United States of America","less than 100,000",1,English,"master's degree (non-professional)","Computer Science","single, never married",0,,,,0,,,,,,Student,,,,,,0,0,1,No,"Full-Stack Web Developer,   Mobile Developer","work for a medium-sized company",130000,"in an office with other developers",Yes,"Meetup.com events","Coursera, EdX, Lynda.com, Stack Overflow, freeCodeCamp, Khan Academy, Udacity",30,6,No,,,,,100,"Software Engineering Radio, Software Engineering Daily","Within the next 6 months","MIT Open Courseware, freeCodeCamp, The New Boston, Google Developers","2017-03-09 13:07:41","2017-03-09 13:09:17",f86ba72826
11750075addaa9142570cbb668ecd27f,34,male,,"United States of America","United States of America","between 100,000 and 1 million",0,English,Ph.D.,Chemistry,"married or domestic partnership",0,,,,1,1,200000,1,20000,"Employed for wages",,"software development and IT",,40000,"Less than 15 minutes",0,0,0,1,Yes,,,,,,workshops,"Code Wars, Stack Overflow, CSS Tricks, Codecademy, W3Schools, Mozilla Developer Network (MDN), Udacity, freeCodeCamp",10,18,No,,,,,800,"Code Newbie, Frontend Happy Hour",,"LearnCode.Academy, The New Boston","2017-03-09 13:06:26","2017-03-09 13:09:32",977baea592
036fe1c917f7ea6af8745e5da1c3d82a,16,male,,"United States of America","United States of America","more than 1 million",1,English,"some high school",,"single, never married",0,,,,0,,,,,"Not working but looking for work",,,,,,,0,0,1,No,"Data Engineer, Back-End Web Developer,   Front-End Web Developer, Full-Stack Web Developer,   DevOps / SysAdmin","work for a medium-sized company",80000,"in an office with other developers",Yes,,"HackerRank, Pluralsight / Code School, Coursera, Codecademy, freeCodeCamp, Udacity, Mozilla Developer Network (MDN), Stack Overflow, W3Schools",5,48,No,,,,,40,"CodePen Radio, The Changelog, Software Engineering Daily, Code Newbie, Front-end Happy Hour","more than 12 months from now","freeCodeCamp, LevelUpTuts, LearnCode.Academy, The New Boston, Google Developers","2017-03-09 13:08:14","2017-03-09 13:09:34",f7b32313da
